"_id","_labels","Att_t_client","Budgt_alloc","Client","Competitors","CrossSale","Deal_type","Forml_tend","Growth","Needs_def","Partnership","Posit_statm","Purch_dept","RFI","RFP","Scope","Source","Status","Strat_deal","Up_sale","authority","comp_size","name","product","seller","_start","_end","_type"
,,,,,,,,,,,,,,,,,,,,,,,,,,"1","62","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"15","63","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"16","64","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"62","65","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"63","66","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"64","67","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"65","71","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"66","72","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"67","73","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"68","238","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"69","239","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"70","240","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"62","241","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"63","242","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"64","243","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"65","244","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"66","245","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"67","74","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"71","75","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"72","76","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"73","77","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"65","78","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"66","79","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"67","246","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"74","247","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"75","248","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"76","249","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"77","250","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"78","251","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"79","252","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"77","80","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"78","81","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"79","82","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"77","83","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"78","253","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"79","254","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"80","255","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"81","256","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"82","257","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"83","258","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"80","259","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"81","260","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"82","261","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"83","262","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"3","84","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"0","85","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"0","88","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"0","86","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"4","87","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"4","89","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"84","90","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"85","91","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"86","92","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"87","93","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"88","263","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"86","264","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"87","265","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"89","266","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"90","267","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"91","263","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"92","264","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"93","265","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"94","266","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"95","267","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","97","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","268","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","101","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","102","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","103","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","104","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","269","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","132","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","133","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","134","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","270","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","271","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"97","98","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"97","99","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"97","100","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"97","105","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"97","106","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"97","107","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"98","108","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"99","109","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"100","110","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"98","111","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"99","272","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"100","273","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"101","274","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"102","275","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"103","276","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"104","277","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"101","278","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"102","279","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"103","280","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"104","281","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"101","282","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"102","283","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"103","284","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"104","285","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"100","286","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"105","287","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"106","288","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"107","131","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"108","112","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"109","113","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"110","114","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"111","115","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"100","116","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"105","117","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"106","118","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"107","119","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"108","120","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"109","121","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"110","122","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"111","123","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"112","289","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"113","290","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"114","291","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"115","292","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"116","293","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"117","124","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"118","125","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"119","126","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"120","127","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"121","128","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"122","129","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"123","130","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"124","294","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"125","295","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"126","296","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"127","297","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"128","298","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"129","299","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"130","300","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"124","301","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"125","302","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"126","303","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"127","304","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"128","305","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"129","306","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"130","307","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","308","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"131","309","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"131","308","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"132","310","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"133","311","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"134","167","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"132","168","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"133","169","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"134","170","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"132","171","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"133","172","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"134","173","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"132","174","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"133","312","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"134","135","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"132","136","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"133","137","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"134","138","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"132","139","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"133","140","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"135","313","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"136","314","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"137","315","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"138","316","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"139","317","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"140","318","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"135","319","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"136","320","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"137","321","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"138","141","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"139","142","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"140","143","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"135","144","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"136","145","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"137","146","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"138","147","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"139","148","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"140","149","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"141","150","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"142","151","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"143","152","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"144","153","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"145","154","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"146","155","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"147","156","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"141","157","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"142","158","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"143","159","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"144","160","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"145","161","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"146","162","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"147","163","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"148","322","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"149","323","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"150","324","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"151","325","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"152","326","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"153","327","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"154","328","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"155","329","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"156","330","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"157","331","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"158","332","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"159","333","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"160","334","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"161","335","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"162","336","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"163","337","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"148","338","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"149","339","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"150","340","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"151","341","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"152","342","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"153","343","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"154","344","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"155","345","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"156","346","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"157","347","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"158","348","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"159","349","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"160","350","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"161","351","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"162","352","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"163","353","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","164","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","165","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"96","166","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"97","167","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"97","168","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"97","169","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"98","170","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"99","171","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"100","172","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"98","173","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"99","174","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"164","354","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"165","175","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"166","176","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"167","177","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"168","178","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"169","179","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"170","180","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"171","355","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"172","356","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"173","357","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"174","358","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"164","359","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"165","181","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"166","182","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"167","360","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"168","361","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"169","362","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"170","359","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"171","181","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"172","182","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"173","360","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"174","361","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"175","356","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"176","357","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"177","358","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"178","359","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"179","181","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"180","182","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"181","363","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"182","183","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"181","184","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"182","364","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"183","185","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"184","186","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"185","365","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"186","366","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"0","187","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"0","188","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"0","189","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"1","190","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"1","191","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"187","192","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"188","193","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"189","194","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"190","195","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"191","196","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"192","185","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"193","186","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"194","365","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"195","366","IS_CONNECTED"
,,,,,,,,,,,,,,,,,,,,,,,,,,"196","185","IS_CONNECTED"
