"_id","_labels","Att_t_client","Budgt_alloc","Client","Competitors","CrossSale","Deal_type","Forml_tend","Growth","Needs_def","Partnership","Posit_statm","Purch_dept","RFI","RFP","Scope","Source","Status","Strat_deal","Up_sale","authority","comp_size","name","product","seller","_start","_end","_type"
"0",":Sale","Normal","No","Current","No","No","Project","No","Stable","Yes","No","Yes","No","No","No","Clear","Joint past","Won","Average important","Yes","High","Small","id-1047","Product A","Seller 1",,,
"1",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1442","Product A","Seller 1",,,
"2",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1423","Product A","Seller 1",,,
"3",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1399","Product A","Seller 1",,,
"4",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Yes","Yes","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Mid","id-1112","Product A","Seller 6",,,
"5",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","Info gathering","No","Yes","No","No","No","Few questions","Joint past","Won","Very important","Yes","Mid","Big","id-1113","Product A","Seller 3",,,
"6",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Very important","Yes","High","Big","id-1111","Product A","Seller 3",,,
"7",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1177","Product A","Seller 3",,,
"8",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1217","Product A","Seller 3",,,
"9",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1362","Product A","Seller 1",,,
"10",":Sale","Normal","No","New","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Referral","Won","Average important","No","Mid","Big","id-1087","Product A","Seller 9",,,
"11",":Sale","Strategic account","Yes","Current","No","Yes","Project","No","Growth","Yes","No","Yes","Yes","No","Yes","Clear","Joint past","Won","Very important","No","Mid","Mid","id-1156","Product A","Seller 9",,,
"12",":Sale","Normal","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1246","Product A","Seller 9",,,
"13",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Yes","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1361","Product A","Seller 9",,,
"14",":Sale","Normal","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1268","Product A","Seller 9",,,
"15",":Sale","Normal","No","Current","No","No","Project","No","Stable","Yes","No","Yes","No","No","No","Clear","Joint past","Won","Average important","Yes","High","Small","id-1057","Product A","Seller 1",,,
"16",":Sale","Normal","No","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Small","id-1099","Product A","Seller 1",,,
"17",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","Yes","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1129","Product A","Seller 1",,,
"18",":Sale","Strategic account","No","Current","No","No","Project","No","Growth","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1135","Product A","Seller 1",,,
"19",":Sale","Strategic account","No","Current","No","Yes","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","No","Mid","Big","id-1183","Product A","Seller 1",,,
"20",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Mid","id-1230","Product A","Seller 1",,,
"21",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","No","No","Yes","No","No","No","Low","Joint past","Won","Very important","Yes","Mid","Big","id-1061","Product B","Seller 1",,,
"22",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Growth","No","No","Yes","Yes","No","No","Low","Joint past","Won","Very important","Yes","Mid","Big","id-1063","Product B","Seller 1",,,
"23",":Sale","Strategic account","No","Current","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1026","Product B","Seller 1",,,
"24",":Sale","Strategic account","No","Current","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1027","Product B","Seller 1",,,
"25",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Yes","Yes","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1042","Product B","Seller 1",,,
"26",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1082","Product B","Seller 1",,,
"27",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Yes","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1095","Product B","Seller 1",,,
"28",":Sale","Normal","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Small","id-1097","Product B","Seller 1",,,
"29",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1101","Product B","Seller 1",,,
"30",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1104","Product B","Seller 1",,,
"31",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Yes","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1158","Product B","Seller 1",,,
"32",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1201","Product B","Seller 1",,,
"33",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1206","Product B","Seller 1",,,
"34",":Sale","Normal","No","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","No","No","No","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1209","Product B","Seller 1",,,
"35",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1212","Product B","Seller 1",,,
"36",":Sale","Strategic account","Yes","Current","No","Yes","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","No","Mid","Big","id-1213","Product B","Seller 1",,,
"37",":Sale","Normal","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Small","id-1239","Product B","Seller 1",,,
"38",":Sale","Normal","No","Current","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1289","Product B","Seller 1",,,
"39",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1302","Product B","Seller 1",,,
"40",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1321","Product B","Seller 1",,,
"41",":Sale","Normal","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Small","id-1325","Product B","Seller 1",,,
"42",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1326","Product B","Seller 1",,,
"43",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1346","Product B","Seller 1",,,
"44",":Sale","Strategic account","Yes","Current","No","Yes","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","No","Mid","Big","id-1349","Product B","Seller 1",,,
"45",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1360","Product B","Seller 1",,,
"46",":Sale","Normal","No","New","Unknown","No","Project","No","Stable","No","No","Neutral","No","No","No","Few questions","Unknown","Won","Average important","No","Mid","Small","id-1005","Product C","Seller 1",,,
"47",":Sale","Normal","No","Current","No","No","Project","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1010","Product C","Seller 12",,,
"48",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Yes","Unknown","No","No","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1018","Product C","Seller 1",,,
"49",":Sale","Normal","Unknown","Current","No","No","Project","No","Stable","Yes","No","Yes","Unknown","No","No","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1020","Product C","Seller 9",,,
"50",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1023","Product C","Seller 10",,,
"51",":Sale","Normal","No","New","No","No","Consulting","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","No","Mid","Mid","id-1075","Product C","Seller 14",,,
"52",":Sale","Strategic account","No","Current","No","No","Consulting","No","Growth","No","No","Yes","No","No","No","Clear","Joint past","Won","Average important","Yes","High","Big","id-1089","Product C","Seller 14",,,
"53",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","Yes","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1090","Product C","Seller 14",,,
"54",":Sale","Normal","Yes","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","No","Mid","Mid","id-1298","Product C","Seller 9",,,
"55",":Sale","Normal","Yes","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","No","Mid","Mid","id-1313","Product C","Seller 9",,,
"56",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1157","Product C","Seller 14",,,
"57",":Sale","Normal","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Low","Big","id-1009","Product D","Seller 2",,,
"58",":Sale","Normal","No","Current","No","No","Project","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Small","id-1011","Product E","Seller 1",,,
"59",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Yes","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1017","Product D","Seller 10",,,
"60",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1372","Product A","Seller 1",,,
"61",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1374","Product A","Seller 1",,,
"62",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Yes","Yes","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1045","Product D","Seller 1",,,
"63",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","No","Yes","No","No","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1051","Product D","Seller 10",,,
"64",":Sale","Strategic account","Yes","Current","Yes","Yes","Project","No","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","No","Mid","Big","id-1056","Product F","Seller 1",,,
"65",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","Yes","Neutral","No","No","No","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1067","Product D","Seller 10",,,
"66",":Sale","Normal","Yes","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1070","Product D","Seller 10",,,
"67",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1086","Product D","Seller 10",,,
"68",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1037","Product D","Seller 16",,,
"69",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Low","Mid","id-1038","Product D","Seller 2",,,
"70",":Sale","Normal","Yes","New","No","No","Project","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","No","Mid","Mid","id-1040","Product F","Seller 1",,,
"71",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1094","Product F","Seller 1",,,
"72",":Sale","Normal","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1100","Product D","Seller 1",,,
"73",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","Yes","Yes","Yes","No","No","No","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1105","Product F","Seller 4",,,
"74",":Sale","Normal","Yes","Current","No","Yes","Project","No","Stable","Yes","Yes","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","No","Mid","Big","id-1165","Product F","Seller 1",,,
"75",":Sale","Normal","No","Current","Yes","No","Solution","No","Stable","Yes","No","Neutral","Yes","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1173","Product D","Seller 10",,,
"76",":Sale","Strategic account","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1176","Product D","Seller 9",,,
"77",":Sale","Strategic account","Yes","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1199","Product D","Seller 9",,,
"78",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Small","id-1200","Product D","Seller 1",,,
"79",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1250","Product F","Seller 1",,,
"80",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1295","Product D","Seller 1",,,
"81",":Sale","Normal","Yes","Current","No","No","Project","No","Unknown","Yes","No","No","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Low","Mid","id-1297","Product D","Seller 2",,,
"82",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1300","Product D","Seller 9",,,
"83",":Sale","Normal","Yes","Current","No","No","Project","No","Unknown","Yes","No","No","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Low","Mid","id-1304","Product D","Seller 2",,,
"84",":Sale","First deal","Yes","Past","Yes","No","Solution","Yes","Stable","Yes","No","No","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","High","Mid","id-1385","Product D","Seller 2",,,
"85",":Sale","Normal","No","Current","Yes","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1386","Product D","Seller 1",,,
"86",":Sale","Strategic account","Yes","Current","No","No","Solution","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1395","Product D","Seller 9",,,
"87",":Sale","Normal","No","Current","Yes","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1398","Product D","Seller 1",,,
"88",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1394","Product D","Seller 1",,,
"89",":Sale","Normal","Yes","New","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Unknown","Won","Average important","No","High","Small","id-1400","Product E","Seller 9",,,
"90",":Sale","Normal","Yes","Current","No","No","Maintenance","No","Slow down","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1406","Product D","Seller 10",,,
"91",":Sale","Strategic account","Yes","Current","No","No","Solution","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1408","Product D","Seller 9",,,
"92",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1410","Product D","Seller 1",,,
"93",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1411","Product D","Seller 1",,,
"94",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","Yes","High","Big","id-1055","Product C","Seller 12",,,
"95",":Sale","Normal","No","New","No","No","Solution","No","Growth","Yes","No","Yes","No","Yes","Yes","Few questions","Media","Won","Very important","No","Mid","Small","id-1059","Product C","Seller 1",,,
"96",":Sale","Bad client","Unknown","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Few questions","Joint past","Lost","Very important","No","Mid","Big","id-1081","Product A","Seller 1",,,
"97",":Sale","First deal","No","New","Unknown","No","Project","No","Growth","Yes","No","Yes","Unknown","No","No","Clear","Referral","Lost","Very important","No","Mid","Big","id-1006","Product B","Seller 20",,,
"98",":Sale","Strategic account","Yes","Current","No","No","Consulting","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1073","Product B","Seller 9",,,
"99",":Sale","Normal","Yes","New","Yes","No","Project","Yes","Stable","Yes","No","Neutral","No","No","Yes","Clear","Unknown","Lost","Very important","No","Mid","Mid","id-1079","Product B","Seller 9",,,
"100",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1390","Product A","Seller 1",,,
"101",":Sale","First deal","Yes","New","Yes","No","Project","Yes","Stable","Yes","No","Neutral","No","No","Yes","Clear","Media","Lost","Very important","No","Mid","Big","id-1043","Product A","Seller 4",,,
"102",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1098","Product A","Seller 1",,,
"103",":Sale","Strategic account","Yes","New","Yes","No","Project","Yes","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Media","Lost","Very important","No","Mid","Mid","id-1052","Product A","Seller 11",,,
"104",":Sale","Strategic account","Yes","New","Yes","No","Project","Yes","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Referral","Lost","Very important","No","Mid","Mid","id-1245","Product A","Seller 1",,,
"105",":Sale","Normal","Yes","New","Unknown","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Media","Lost","Average important","No","Low","Small","id-1084","Product B","Seller 9",,,
"106",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1436","Product A","Seller 1",,,
"107",":Sale","Normal","Yes","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Media","Lost","Unimportant","No","Mid","Small","id-1103","Product B","Seller 9",,,
"108",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","Yes","No","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1107","Product B","Seller 8",,,
"109",":Sale","Strategic account","Yes","Current","Yes","No","Project","No","Stable","Yes","Yes","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1108","Product B","Seller 8",,,
"110",":Sale","Normal","No","New","No","No","Solution","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Lost","Average important","No","Mid","Mid","id-1122","Product B","Seller 1",,,
"111",":Sale","Normal","No","Current","No","Yes","Project","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Lost","Average important","No","Mid","Big","id-1123","Product B","Seller 1",,,
"112",":Sale","Strategic account","No","Current","Yes","Yes","Project","No","Stable","Yes","No","Yes","No","Yes","Yes","Clear","Joint past","Lost","Very important","No","Mid","Big","id-1222","Product A","Seller 3",,,
"113",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1232","Product B","Seller 9",,,
"114",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1233","Product B","Seller 9",,,
"115",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1234","Product B","Seller 9",,,
"116",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1235","Product B","Seller 9",,,
"117",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1236","Product B","Seller 9",,,
"118",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1237","Product B","Seller 9",,,
"119",":Sale","Normal","No","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","No","Mid","Small","id-1241","Product B","Seller 9",,,
"120",":Sale","Strategic account","Yes","New","Yes","Yes","Project","No","Stable","Yes","No","Yes","No","Yes","Yes","Clear","Joint past","Lost","Very important","No","Mid","Mid","id-1132","Product A","Seller 9",,,
"121",":Sale","Normal","No","New","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Average important","No","Mid","Mid","id-1243","Product A","Seller 9",,,
"122",":Sale","First deal","Yes","Current","Yes","Yes","Project","No","Stable","Info gathering","Yes","Neutral","No","No","Yes","Clear","Joint past","Lost","Very important","No","Mid","Big","id-1305","Product B","Seller 15",,,
"123",":Sale","Strategic account","No","Current","Yes","Yes","Project","No","Stable","No","No","Yes","Yes","No","No","Low","Joint past","Lost","Very important","No","High","Big","id-1306","Product A","Seller 3",,,
"124",":Sale","Normal","Yes","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Few questions","Joint past","Lost","Average important","No","Mid","Mid","id-1332","Product B","Seller 9",,,
"125",":Sale","Strategic account","No","Current","No","Yes","Project","No","Stable","Yes","No","Yes","No","Yes","No","Clear","Joint past","Lost","Very important","No","Mid","Big","id-1333","Product A","Seller 3",,,
"126",":Sale","Normal","No","Current","No","Yes","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","No","Mid","Mid","id-1327","Product A","Seller 9",,,
"127",":Sale","Normal","Yes","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Average important","No","Mid","Big","id-1348","Product B","Seller 9",,,
"128",":Sale","First deal","No","New","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Referral","Lost","Average important","No","Mid","Small","id-1350","Product B","Seller 1",,,
"129",":Sale","Normal","No","Current","Unknown","Yes","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Unimportant","No","Mid","Mid","id-1354","Product B","Seller 9",,,
"130",":Sale","Normal","Unknown","New","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Average important","No","Mid","Mid","id-1357","Product B","Seller 9",,,
"131",":Sale","Normal","No","New","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Average important","No","Mid","Small","id-1221","Product B","Seller 1",,,
"132",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1060","Product B","Seller 1",,,
"133",":Sale","Strategic account","No","Current","Yes","No","Project","No","Growth","Yes","Yes","Yes","No","No","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1064","Product B","Seller 1",,,
"134",":Sale","Normal","No","New","No","No","Solution","No","Stable","No","No","Neutral","No","No","No","Low","Unknown","Lost","Average important","No","Mid","Mid","id-1066","Product B","Seller 9",,,
"135",":Sale","Normal","Yes","Current","Unknown","No","Project","No","Growth","Info gathering","No","Neutral","Unknown","Yes","Yes","Few questions","Joint past","Lost","Average important","Yes","Mid","Big","id-1065","Product D","Seller 2",,,
"136",":Sale","Normal","Unknown","New","Unknown","No","Solution","No","Unknown","No","No","Neutral","No","Yes","Yes","Few questions","Unknown","Lost","Unimportant","No","Mid","Small","id-1077","Product D","Seller 2",,,
"137",":Sale","Normal","Unknown","New","Unknown","No","Solution","No","Unknown","No","No","Neutral","No","Yes","Yes","Few questions","Unknown","Lost","Unimportant","No","Mid","Small","id-1078","Product D","Seller 2",,,
"138",":Sale","Normal","Yes","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Media","Lost","Average important","No","Mid","Mid","id-1083","Product D","Seller 2",,,
"139",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1088","Product D","Seller 10",,,
"140",":Sale","First deal","No","New","Yes","Yes","Solution","No","Stable","Yes","No","Yes","Unknown","Yes","Yes","Clear","Joint past","Lost","Very important","No","Mid","Big","id-1115","Product D","Seller 2",,,
